userId,itemId,value,timestamp,interactionId
624,2567,4.0,1019127600,rating
105,3476,4.0,1085640021,rating
388,2253,2.0,946524230,rating
404,4968,4.0,1026928270,rating
596,2722,2.0,1138659047,rating
547,89492,4.0,1328012439,rating
135,20,3.0,844995987,rating
627,597,3.5,1201381004,rating
15,6283,1.0,1416119893,rating
472,899,4.0,974244991,rating
212,186,2.5,1218408337,rating
195,2100,1.0,975416545,rating
295,1682,3.0,1112545412,rating
246,1907,3.0,956565253,rating
150,442,1.5,1140424503,rating
97,44555,4.5,1460343328,rating
615,5902,3.5,1454913804,rating
546,2762,5.0,1300579558,rating
30,5723,4.0,1033880263,rating
564,490,3.0,974844604,rating
657,165,3.0,841960714,rating
187,104,4.0,1241225121,rating
61,2018,2.5,1216487345,rating
516,154,4.0,844687869,rating
137,1265,5.0,946411375,rating
175,1416,4.0,1052884607,rating
433,4226,2.5,1417929825,rating
353,6537,3.0,1140388945,rating
10,1127,4.0,942767328,rating
142,2791,3.0,997097663,rating
585,2779,4.0,975363578,rating
130,3173,2.5,1139003778,rating
388,300,4.0,946527109,rating
262,2144,5.0,1433900113,rating
150,316,4.0,1114306719,rating
367,3104,4.5,1128632700,rating
434,866,4.0,886372990,rating
531,480,3.0,1243454738,rating
74,2762,4.0,942703538,rating
553,48780,4.5,1423010515,rating
111,81,3.0,1097431144,rating
596,4993,3.0,1138658287,rating
119,1831,2.0,913051666,rating
383,640,3.0,852809687,rating
481,5319,5.0,1437006449,rating
242,2501,5.0,956683486,rating
461,1247,3.0,1090908643,rating
57,608,5.0,907762501,rating
15,911,4.0,1058250459,rating
646,2433,4.0,953447533,rating
664,110,4.0,1343731865,rating
73,337,3.5,1285414310,rating
563,84187,4.0,1401051415,rating
514,441,3.0,853894334,rating
516,521,3.0,844687895,rating
534,236,3.0,973375142,rating
587,7210,4.0,1111625926,rating
244,1387,2.0,1448175244,rating
121,165,3.0,833058390,rating
384,1682,3.0,1153418019,rating
605,951,4.0,980194978,rating
247,216,3.0,953362071,rating
15,8665,3.5,1093027853,rating
233,991,3.0,854482185,rating
156,74458,4.5,1277429818,rating
199,85414,4.0,1399349502,rating
490,112,4.0,851786277,rating
564,1414,4.0,974713512,rating
365,2012,5.0,1359307109,rating
627,858,5.0,1201378600,rating
130,141,2.5,1138999333,rating
130,150,4.0,1138999203,rating
514,14,3.0,853892898,rating
584,74946,5.0,1276159649,rating
587,2300,5.0,1111103892,rating
164,954,5.0,1182619887,rating
253,16,2.0,1215831682,rating
466,223,5.0,944979917,rating
157,1265,3.0,1292893377,rating
546,2294,5.0,1300579124,rating
412,1682,4.0,993088397,rating
619,300,3.0,831921878,rating
380,832,4.0,949367256,rating
66,21,4.0,974600703,rating
574,1373,1.0,1232809279,rating
15,5279,0.5,1054449705,rating
540,8866,1.0,1168075646,rating
263,674,2.0,1117844192,rating
